id вуза,Образовательное учреждение,Регион вуза,Всего студентов,Качественных студентов
50491,Кемеровский коммунально строительный техникум,Кемеровская область,1,0
50493,Кемеровский комунально строительный техникум,Кемеровская область,1,0
50494,Коммунально-строительный техникум,Кемеровская область,1,1
50496,Ккст,Кемеровская область,1,0
50497,Кемеровский коммунально-строительный техникум им В. И. Заузелкова,Кемеровская область,1,0
50498,ККСТ,Кемеровская область,1,0
50499,Ккст,Кемеровская область,1,0
50501,ккст,Кемеровская область,1,0
50503,Ккст,Кемеровская область,1,0
50504,ККСТ,Кемеровская область,1,0
50505,Ккст,Кемеровская область,1,1
50506,ККСТ,Кемеровская область,1,1
50507,Ккст,Кемеровская область,1,0
50509,ККСТ,Кемеровская область,1,1
50510,ГПОУ ККСТ,Кемеровская область,1,0
50511,ККСТ,Кемеровская область,1,0
50512,ККСТ,Кемеровская область,1,0
50513,Кемеровский коммунально-строительный техникум им. В.И.Заузелкова,Кемеровская область,1,0
50514,ККСТ,Кемеровская область,1,0
50515,Комунально Строительный Техникум,Кемеровская область,1,1
50516,ГПОУ ККСТ,Кемеровская область,1,1
50518,ГПУ ККСТ,Кемеровская область,1,0
50519,Ккст,Кемеровская область,1,0
50520,ГПОУ ККСТ,Кемеровская область,1,0
50521,Ккст,Кемеровская область,1,0
50522,Кемеровский коммунально-строительный,Кемеровская область,1,0
50523,"ГПОУ""Кемеровский комунально-строительный техникум"" имени В.И.Заузелково",Кемеровская область,1,1
50524,Ккст,Кемеровская область,1,0
50525,ККСТ,Кемеровская область,1,0
50526,ККСТ,Кемеровская область,1,0
50527,ККСТ,Кемеровская область,1,0
50528,Ккст,Кемеровская область,1,0
50529,Ккст,Кемеровская область,1,0
50530,ГПОУ ККСТ,Кемеровская область,1,0
50533,ККСТ,Кемеровская область,1,0
50534,Кемеровский Комунально Строительный Техникум,Кемеровская область,1,0
50535,ККСТ,Кемеровская область,1,0
50536,ккст,Кемеровская область,1,0
50537,Ккст,Кемеровская область,1,0
50538,ККСТ,Кемеровская область,1,0
50539,Кемеровский Коммунально строительный техникум,Кемеровская область,1,0
50540,Ккст,Кемеровская область,1,0
50541,ККСТ,Кемеровская область,1,0
50542,Ккст,Кемеровская область,1,0
50543,Ккст,Кемеровская область,1,0
50544,ККСТ,Кемеровская область,1,1
50546,Ккст,Кемеровская область,1,0
50547,Ккст,Кемеровская область,1,0
50548,ККСТ,Кемеровская область,1,1
50549,ККСТ,Кемеровская область,1,0
50550,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50552,Кемеровский комунально строительный техникум,Кемеровская область,1,0
50553,Ккст,Кемеровская область,1,0
50554,Ккст,Кемеровская область,1,0
50555,ГПОУ ККСТ,Кемеровская область,1,0
50556,ККСТ,Кемеровская область,1,1
50557,Ккст,Кемеровская область,1,0
50558,Ккст,Кемеровская область,1,0
50559,ГПОУ «КЕМЕРОВСКИЙ КОММУНАЛЬНО-СТРОИТЕЛЬНЫЙ ТЕХНИКУМ» ИМЕНИ В.И. ЗАУЗЕЛКОВА,Кемеровская область,1,0
50560,ккст,Кемеровская область,1,0
50561,Коммунально-строительный техникум,Кемеровская область,1,0
50562,ккст Кемерово,Кемеровская область,1,1
50563,ККСТ,Кемеровская область,1,0
50564,ГПОУ ККСТ,Кемеровская область,1,0
50565,ККСТ,Кемеровская область,1,0
50566,Кемеровский коммунально-строиткльный техникуи,Кемеровская область,1,0
50567,ККСТ,Кемеровская область,1,0
50568,Кемеровский коммунально строительный техникум,Кемеровская область,1,0
50569,ККСТ,Кемеровская область,1,0
50570,ккст,Кемеровская область,1,0
50571,Ккст,Кемеровская область,1,0
50572,ккст,Кемеровская область,1,0
50573,ККСТ,Кемеровская область,1,0
50574,Ккст,Кемеровская область,1,0
50575,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50576,Кемеровский комунально-стоительный техникум,Кемеровская область,1,0
50577,ккст,Кемеровская область,1,0
50578,"Коммунально - строительный техникум, имени В. И. Заузелкова",Кемеровская область,1,0
50579,Ккст,Кемеровская область,1,0
50580,ккст,Кемеровская область,1,0
50581,ккст,Кемеровская область,1,0
50582,Ккст,Кемеровская область,1,0
50583,ККСТ,Кемеровская область,1,0
50585,ККСТ,Кемеровская область,1,0
50586,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50588,ККСТ,Кемеровская область,1,0
50589,ККСТ,Кемеровская область,1,0
50590,Казанский энергетический колледж,Республика Татарстан,1,0
50592,ККСТ,Кемеровская область,1,0
50593,Ккст,Кемеровская область,1,0
50594,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50596,Ессентуки,Ставропольский край,1,0
50597,ГПОУ ККСТ КЕМЕРОВСКОЙ ОБЛАСТИ ИМЕНИИ И. В. ЗАУЗЕЛКОВА,Кемеровская область,1,0
50598,ккст,Кемеровская область,1,0
50599,ККСТ,Кемеровская область,1,0
50600,Техникум,Кемеровская область,1,0
50601,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50603,Ккст,Кемеровская область,1,0
50604,ККСТ,Кемеровская область,1,0
50605,Кемеровский Коммунально Строительный техникум,Кемеровская область,1,0
50606,Ккст,Кемеровская область,1,0
50607,Комунально строительный техникум,Кемеровская область,1,0
50608,ККСТ,Кемеровская область,1,0
50609,Ккст,Кемеровская область,1,0
50610,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50611,Ккст,Кемеровская область,1,0
50612,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50613,ККСТ,Кемеровская область,1,0
50614,ККСТ,Кемеровская область,1,0
50615,Кемеровский коммунально - строительный техникум,Кемеровская область,1,0
50616,Кемеровский комунально-строительный техникум,Кемеровская область,1,0
50617,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50619,ГПОУ ККСТ,Кемеровская область,1,0
50620,Кемеровский коммунально строительный техникум,Кемеровская область,1,0
50621,Кемеровский комунально-строительный техникум,Кемеровская область,1,0
50622,ККСТ,Кемеровская область,1,1
50623,ГПОУ ККСТ,Кемеровская область,1,1
50624,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50625,ККСТ,Кемеровская область,1,0
50626,Ккст,Кемеровская область,1,0
50627,ККСТ им. В.И Заузелкова,Кемеровская область,1,0
50628,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50629,ККСТ,Кемеровская область,1,0
50630,ККСТ,Кемеровская область,1,0
50631,"ГПОУ""ККСТ""",Кемеровская область,1,0
50632,Коммунально строительный техникум,Кемеровская область,1,0
50633,Ккст,Кемеровская область,1,0
50634,Ккст,Кемеровская область,1,0
50635,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50636,Ккст,Кемеровская область,1,0
50637,Кемеровский коммунально строительный техникум им. В.И. Заузелкого,Кемеровская область,1,0
50638,Ккст,Кемеровская область,1,0
50639,ГПУ ККСТ,Кемеровская область,1,0
50640,ККСТ,Кемеровская область,1,0
50641,Ккст,Кемеровская область,1,0
50642,ГПОУ ККСТ,Кемеровская область,1,0
50643,Ккст,Кемеровская область,1,0
50644,Кемеровский Коммунально-Строительный Техникум,Кемеровская область,1,0
50645,Ккст,Кемеровская область,1,0
50647,Кемеровский Коммунально-строительный техникум,Кемеровская область,1,0
50648,гпоу ккст,Кемеровская область,1,0
50649,ГПУ ККСТ,Кемеровская область,1,0
50650,ГПОУ ККСТ,Кемеровская область,1,0
50651,ГПОУ ККСТ,Кемеровская область,1,0
50652,Ккст,Кемеровская область,1,0
50653,ККСТ,Кемеровская область,1,0
50654,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50655,Коммунально строительный техникум,Кемеровская область,1,0
50656,ГПОУ ККСТ,Кемеровская область,1,0
50657,ГПОУ ККСТ,Кемеровская область,1,0
50658,Ккст,Кемеровская область,1,0
50659,Кемеровский Коммунальный строительный техникум,Кемеровская область,1,0
50660,Ккст,Кемеровская область,1,0
50661,Коммунально-строительный техникум,Кемеровская область,1,0
50662,Кемеровский коммунально-строительный техникум,Кировская область,1,0
50663,ККСТ,Кемеровская область,1,0
50664,Ккст,Кемеровская область,1,0
50665,ККСТ,Кемеровская область,1,1
50666,ККСТ,Кемеровская область,1,0
50667,ГПОУ ККСТ,Кемеровская область,1,0
50668,Кемеровский Коммунально-Строительный техникум,Кемеровская область,1,0
50669,ККСТ,Кемеровская область,1,0
50671,Кемеровский коммунально строительный техникум,Кемеровская область,1,0
50672,Кемеровский коммунально строительный техникум имени В.И Заузелкова,Кемеровская область,1,0
50673,ККСТ,Кемеровская область,1,0
50675,Кемеровский комунально-строительный техникум,Кемеровская область,1,0
50676,Техникум,Кемеровская область,1,0
50677,ККСТ,Кемеровская область,1,0
50678,"ГПОУ ""ККСТ""",Кемеровская область,1,0
50679,Кемерово Коммунально-строительный техникум,Кемеровская область,1,1
50680,Ккст,Кемеровская область,1,0
50681,ККСТ,Кемеровская область,1,0
50682,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50683,ГПУ ККСТ,Кемеровская область,1,0
50685,Кемеровский-коммунально строительный техникум,Кемеровская область,1,0
50686,ККСТ,Кемеровская область,1,0
50687,ККСТ,Кемеровская область,1,0
50688,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50690,ККСТ,Кемеровская область,1,0
50691,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50692,ГПОУ Кемеровский коммунально-строительный техникум  имени В. И. Заузелкова,Кемеровская область,1,0
50694,ккст,Кемеровская область,1,0
50695,Кемеровский коммунально-строительный техникум имени Заузёлкова,Кемеровская область,1,0
50696,ГПОУ Кемеровский коммунально-строительный техникум имени В. И. Заузелкова,Кемеровская область,1,0
50697,ГПОУ ККСТ,Кемеровская область,1,0
50698,ККСТ,Кемеровская область,1,0
50699,ККСТ,Кемеровская область,1,0
50701,Ккст,Кемеровская область,1,1
50702,Ккст,Кемеровская область,1,0
50703,Ккст,Кемеровская область,1,0
50704,Кемеровский коммунально-строительный технику,Кемеровская область,1,0
50705,Комунально строительный техникум,Кемеровская область,1,0
50706,Ккст,Кемеровская область,1,0
50707,ККСТ,Кемеровская область,1,1
50708,ГПОУ ККСТ имени В. И. Заузелкова,Кемеровская область,1,0
50709,Ккст,Кемеровская область,1,0
50710,Ккст,Кемеровская область,1,1
50712,ГПОУ Коммунально-строительный техникум имени Заузёлкого,Кемеровская область,1,0
50713,Ккст,Кемеровская область,1,0
50714,"ГПОУ ""ККСТ""",Кемеровская область,1,1
50715,Ккст,Кемеровская область,1,1
50716,Кемеровский коммунально строительный техникум (ККСТ),Кемеровская область,1,1
50717,Кемеровский Коммунально строительный техникум,Кемеровская область,1,0
50718,ГПОУ ККСТ,Кемеровская область,1,0
50719,ккст,Кемеровская область,1,0
50720,ккст,Кемеровская область,1,0
50721,Кемеровский Комунально- строительный техникум,Кемеровская область,1,0
50722,ККСТ,Кемеровская область,1,0
50723,Техникум ККСТ,Кемеровская область,1,0
50724,ККСТ,Кемеровская область,1,1
50725,Ккст,Кемеровская область,1,0
50726,Ккст,Кемеровская область,1,1
50727,Ккст,Кемеровская область,1,0
50728,ККСТ,Кемеровская область,1,0
50729,ГПОУ «КЕМЕРОВСКИЙ КОММУНАЛЬНО-СТРОИТЕЛЬНЫЙ ТЕХНИКУМ» ИМЕНИ В.И. ЗАУЗЕЛКОВА,Кемеровская область,1,0
50730,ГПОУ ККСТ,Кемеровская область,1,0
50731,Ккст,Кемеровская область,1,0
50732,Кемеровский Коммунально-строительный техникум,Кемеровская область,1,0
50733,Гпоу Кемеровский коммунально-строительный техникум имени В.И.Заузелкова,Кемеровская область,1,0
50734,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50735,Ккст,Кемеровская область,1,0
50736,Ккст,Кемеровская область,1,0
50737,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50738,Кемеровской комунально строительный техникум,Кемеровская область,1,0
50739,Кемеровский комунально строительный техникум,Кемеровская область,1,0
50740,Ккст,Кемеровская область,1,0
50741,Кемеровский Коммунально-Строительный техникум,Кемеровская область,1,0
50742,ККСТ,Кемеровская область,1,1
50743,Кемеровской Комунально-Строительный техникум имени В. И. Заузелкова,Кемеровская область,1,0
50745,Кемеровский коммунально-строительный техникум,Кемеровская область,1,1
50746,ГПОУ ККСТ,Кемеровская область,1,1
50747,Ккст,Кемеровская область,1,0
50748,ГПОУ ККСТ имени В. И. Заузелкова,Кемеровская область,1,0
50749,ККСТ,Кемеровская область,1,0
50750,Ккст,Кемеровская область,1,0
50752,Ккст,Кемеровская область,1,0
50753,Ккст,Кемеровская область,1,0
50756,"ГПОУ""ККСТ""",Кемеровская область,1,0
50757,ГПОУ ККСТ,Кемеровская область,1,0
50758,ГПОУ Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50760,ККСТ,Кемеровская область,1,0
50761,ККСТ,Кемеровская область,1,1
50762,Ккст,Кемеровская область,1,0
50763,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50765,Коммунально строительный техникум,Кемеровская область,1,0
50766,Ккст,Кемеровская область,1,0
50767,Кемеровский комунально строительный техникум,г. Москва,1,0
50768,Ккст,Кемеровская область,1,0
50769,ГПОУ ККСТ,Кемеровская область,1,0
50771,ККТ и жт,Краснодарский край,1,0
50772,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50773,ККСТ,Кемеровская область,1,0
50774,ККСТ,Кемеровская область,1,0
50776,Ккст,Кемеровская область,1,0
50778,ГПОУ ККСТ,Кемеровская область,1,1
50779,Ккст,Кемеровская область,1,0
50780,Кемеровский Коммунально строительны техникум,Кемеровская область,1,0
50781,Коммунально-строительный техникум,Кемеровская область,1,0
50782,ГПУ ККСТ,Кемеровская область,1,0
50783,Коммунально-строительный техникум,Кемеровская область,1,0
50784,"Поволжский государственный университет физической культуры, спорта и туризма",Республика Татарстан,1,1
50785,ГПОУ ККСТ,Кемеровская область,1,0
50786,Ккст,Кемеровская область,1,0
50787,Кемеровский комунально строительный техникум,Кемеровская область,1,0
50788,Ккст,Кемеровская область,1,0
50789,ККСТ,Кемеровская область,1,0
50790,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50791,ГПОУ «КЕМЕРОВСКИЙ КОММУНАЛЬНО-СТРОИТЕЛЬНЫЙ ТЕХНИКУМ» ИМЕНИ В.И. ЗАУЗЕЛКОВА,Кемеровская область,1,0
50792,ККСТ,Кемеровская область,1,1
50793,ккст,Кемеровская область,1,0
50794,ККСТ,Кемеровская область,1,0
50795,кемеровский комунально строительный техникум,Кемеровская область,1,0
50796,Кемеровский Коммунально строительный техникум,Кемеровская область,1,0
50797,ККСТ-Комунально Строительный Техникум,Кемеровская область,1,0
50798,Кемеровский коммунально-строительный техникум имени В. И. Заузелкова,Кемеровская область,1,0
50800,Коммунально-строительный техникум,Кемеровская область,1,0
50801,ГПОУ ККСТ,Кемеровская область,1,1
50802,Гбпоу амт,Краснодарский край,1,0
50803,ГПОУ ККСТ,Кемеровская область,1,0
50805,ККСТ,Кемеровская область,1,0
50806,Кемеровский  коммунально строительный техникум,Кемеровская область,1,0
50807,Ккст,Кемеровская область,1,1
50808,ГПОУ ККСТ,Кемеровская область,1,0
50809,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50810,ККСТ,Кемеровская область,1,1
50811,Ккст,Кемеровская область,1,0
50812,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50813,Ккст,Кемеровская область,1,0
50814,Ккст,Кемеровская область,1,0
50815,ККСТ,Кемеровская область,1,0
50817,"""Коммунально-строительный техникум"" имени В. И. Заузелкова",Кемеровская область,1,0
50818,Ккст,Кемеровская область,1,0
50819,ГПОУ ККСТ,Кемеровская область,1,0
50820,Ккст,Кемеровская область,1,0
50821,Ккст,Кемеровская область,1,0
50822,Ккст,Кемеровская область,1,0
50823,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50824,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50825,ГПОУ ККСТ,Кемеровская область,1,0
50826,Кемеровский комунально строительный техникум,Кемеровская область,1,1
50828,КМК ПФ,Кемеровская область,1,1
50829,Кемеровский коммунально строительный техникум,Кемеровская область,1,0
50830,Кемеровский Коммунально-Строительный Техникум,Кемеровская область,1,0
50831,Ккст,Кемеровская область,1,0
50832,Ккст,Кемеровская область,1,0
50833,Кемеровский комунально-строительный техникум,Кемеровская область,1,0
50834,Ккст,Кемеровская область,1,0
50835,ККСТ,Кемеровская область,1,0
50837,КЕМЕРОВСКИЙ КОММУНАЛЬНО СТРОИТЕЛЬНЫЙ ТЕХНИКУМ,Кемеровская область,1,0
50838,Ккст,Кемеровская область,1,1
50839,ККСТ,Кемеровская область,1,1
50840,ККСТ,Кемеровская область,1,0
50843,ККСТ,Кемеровская область,1,0
50844,Кемеровский Коммунально Строительный Техникум,Кемеровская область,1,0
50845,ГПОУ ККСТ,Кемеровская область,1,0
50846,Ккст,Кемеровская область,1,0
50847,ККСТ,Кемеровская область,1,0
50848,ГПОУ «КЕМЕРОВСКИЙ КОММУНАЛЬНО-СТРОИТЕЛЬНЫЙ ТЕХНИКУМ» ИМЕНИ В.И. ЗАУЗЕЛКОВА,Кемеровская область,1,0
50849,Кемеровский комунально-строительный техникум,Кемеровская область,1,0
50850,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50852,Ккст,Кировская область,1,1
50853,Ккст,Кемеровская область,1,0
50854,ГПОУ Кемеровский комунально строительный техникум В. И. Заузелкого,Кемеровская область,1,1
50855,Ккст,Кемеровская область,1,0
50856,ККСТ,Кемеровская область,1,0
50857,Кемеровский Комунально-Строительный техникум,Кемеровская область,1,0
50858,Кемеровский коммунально строительный техникум,Кемеровская область,1,0
50859,Кемеровский Комунально-строительный техникум,Кемеровская область,1,0
50860,"Государственное профессиональное образовательное учреждение ""Кемеровский коммунально-строительный техникум"" имени В.И. Заузелкова",Кемеровская область,1,0
50861,ККСТ,Кемеровская область,1,0
50863,Ккст,Кемеровская область,1,0
50864,Кемеровский Коммунально-строительный Техникум,Кемеровская область,1,0
50865,ГПОУ ККСТ,Кемеровская область,1,0
50866,ГПОУ ККСТ,Кемеровская область,1,0
50867,Ккст,Кемеровская область,1,0
50868,Ккст,Кемеровская область,1,0
50869,ККСТ,Кемеровская область,1,0
50870,Ккст,Кемеровская область,1,1
50871,ГПОУ ККСТ,Кемеровская область,1,0
50872,ККСТ,Кемеровская область,1,0
50873,Ккст,Кемеровская область,1,0
50874,ККСТ,Кемеровская область,1,0
50876,ГПОУ ККСТ,Кемеровская область,1,0
50877,ГПОУ ККСТ,Кемеровская область,1,0
50878,ккст,Кемеровская область,1,0
50879,Кемеровский коммунально-строительный техникум имени Заузелкова,Кемеровская область,1,0
50880,ККСТ,Кемеровская область,1,0
50881,Ккст,Кемеровская область,1,0
50882,Кемеровский коммунально-строительный техникум,Кемеровская область,1,1
50883,Ккст,Кемеровская область,1,0
50884,Ккст,Кемеровская область,1,0
50885,Кемеровский Комунально Строительный фтехникум,Кемеровская область,1,0
50886,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50888,Кемеровский коммунально-строительный техникум,Кемеровская область,1,1
50889,Кемеровский коммунально-строительный,Кемеровская область,1,0
50890,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50891,ККСТ,Кемеровская область,1,0
50892,Ккст,Кемеровская область,1,0
50893,Ккст,Кемеровская область,1,0
50895,Ккст,Кемеровская область,1,0
50896,Коммунально-строительный техникум,Кемеровская область,1,0
50897,ККСТ,Кемеровская область,1,0
50898,ККСТ,Кемеровская область,1,0
50899,Ккст,Кемеровская область,1,0
50900,ГПОУ ККСТ,Кемеровская область,1,0
50901,Кемеровский коммунально строительный техникум имени В. И Заузелкова,Кемеровская область,1,0
50902,Кемеровский комунально строительный тнхникум,Кемеровская область,1,0
50903,Комунально строительный техникум,Кемеровская область,1,0
50904,Ккст,Кемеровская область,1,0
50905,Гпоу ккст,Кемеровская область,1,0
50906,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50907,Ккст,Кемеровская область,1,0
50908,ККСТ,Кемеровская область,1,0
50909,ККСТ,Кемеровская область,1,0
50910,Кемеровский комунально строительный техникум,Кемеровская область,1,0
50911,Ккст,Кемеровская область,1,0
50912,Ккст,Кемеровская область,1,0
50913,Ккст,Кемеровская область,1,0
50914,ККСТ,Кемеровская область,1,0
50915,ГПОУ ККСТ,Кемеровская область,1,0
50916,ккст,Кемеровская область,1,0
50917,Кемеровский коммунальный строительный техникум,Кемеровская область,1,1
50918,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50919,Ккст,Кемеровская область,1,0
50920,Ккст.,Кемеровская область,1,0
50921,Ккст,Кемеровская область,1,0
50922,Кемеровский коммунально-строительный техникум,Кемеровская область,1,1
50923,ККСТ,Кемеровская область,1,0
50924,Кеменовский Комунально Строительный Техникум,Кемеровская область,1,0
50925,Ккст,Кемеровская область,1,0
50926,Коммунально-строительный техникум,Кемеровская область,1,0
50927,ГПОУ ККСТ,Кемеровская область,1,0
50928,ККСТ,Кемеровская область,1,0
50929,Ккст,Кемеровская область,1,0
50930,ККСТ,Кемеровская область,1,0
50931,Ккст,Кемеровская область,1,1
50932,ГПОУ ККСТ,Кемеровская область,1,0
50933,Ккст,Кемеровская область,1,0
50934,Ккст,Кемеровская область,1,0
50935,ГПОУ ККСТ,Кемеровская область,1,0
50936,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50937,ККСТ,Кемеровская область,1,0
50938,ККСТ,Кемеровская область,1,0
50939,Техникум,Кемеровская область,1,0
50940,Коммунально строительный техникум,Кемеровская область,1,0
50941,ККСТ,Кемеровская область,1,0
50942,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50943,ГПОУ «Кемеровский коммунально-строительный техникум» имени В.И. Заузелкова,Кемеровская область,1,0
50945,Ккст,Кемеровская область,1,0
50946,Ккст,Кемеровская область,1,0
50947,ГПОУ ККСТ,Кемеровская область,1,0
50948,ККСТ,Кемеровская область,1,0
50949,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50950,ГПОУ ККСТ,Кемеровская область,1,0
50951,Ккст,Кемеровская область,1,0
50952,Коммунально-строительный техникум,Кемеровская область,1,0
50953,ккст,Кемеровская область,1,0
50954,ГПОУ ККСТ,Кемеровская область,1,0
50955,Ккст,Кемеровская область,1,0
50956,Коммунально строительный,Кемеровская область,1,0
50957,Ккст,Кемеровская область,1,1
50958,Ккст,Кемеровская область,1,0
50960,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50961,Ккст,Кемеровская область,1,0
50962,ККСТ,Кемеровская область,1,0
50964,Ккст,Кемеровская область,1,1
50965,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50966,Кемеровский Коммунально-Строительный техникум,Кемеровская область,1,1
50967,Ккст,Кемеровская область,1,0
50968,ККСТ,Кемеровская область,1,1
50969,ГПОУ ККСТ,Кемеровская область,1,0
50970,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50972,Ккст,Кемеровская область,1,0
50973,Ккст,Кемеровская область,1,0
50974,ККСТ,Кемеровская область,1,0
50975,Ккст,Кемеровская область,1,0
50976,ккст,Кемеровская область,1,0
50978,ккст,Кемеровская область,1,0
50979,Кемеровский коммунально строительный техникум,Кемеровская область,1,1
50980,ГПОУ ККСТ,Кемеровская область,1,0
50981,ккст,Кемеровская область,1,0
50982,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50983,Ккст,Кемеровская область,1,0
50984,Ккст,Кемеровская область,1,0
50986,ККСТ,Кемеровская область,1,0
50987,ГПОУ ККСТ,Кемеровская область,1,0
50988,ГПОУ КЕМЕРОВСКИЙ КОМУНАЛЬНО-СТРОИТЕЛЬНЫЙ ТЕХНИКУМ ИМЕНИ В.И ЗАУЗЕЛКОВА,Кемеровская область,1,0
50989,ГПОУ ККСТ,Кемеровская область,1,0
50990,ГПОУ ККСТ,Кемеровская область,1,0
50991,ККСТ,Кемеровская область,1,0
50992,Ккст,Кемеровская область,1,0
50993,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
50994,ККСТ,Кемеровская область,1,0
50996,Кемеровский Коммунально Строительный техникум,Кемеровская область,1,0
50997,Ккст,Кемеровская область,1,0
50998,Ккст,Кемеровская область,1,0
50999,Ккст,Кемеровская область,1,0
51000,ККСТ,Кемеровская область,1,0
51001,К,Кемеровская область,1,0
51002,ГПОУ ККСТ,Кемеровская область,1,0
51003,Кемеровский коммунально строительный техникум,Кемеровская область,1,1
51004,ККСТ,Кемеровская область,1,0
51005,Ккст,Кемеровская область,1,0
51006,ГПОУ ККСТ,Кемеровская область,1,0
51007,КЕМЕРОВСКИЙ КОМУНАЛЬНО СТРОИТЕЛЬНЫЙ ТЕХНИКУМ,Кемеровская область,1,0
51008,ккст,Кемеровская область,1,0
51009,Ккст им. Заузелкова,Кемеровская область,1,0
51010,Кемеровский коммунально строительный техникум,Кемеровская область,1,0
51011,Ккст,Кемеровская область,1,0
51012,ГПОУ ККСТ,Кемеровская область,1,1
51013,ККСТ,Кемеровская область,1,0
51014,Ккст,Кемеровская область,1,0
51015,ККСТ,Кемеровская область,1,1
51016,Кемеровский комунально-строительный техникум им. В. И. Заузелкова,Кемеровская область,1,0
51017,ГПОУ ККСТ,Кемеровская область,1,0
51018,ккст,Кемеровская область,1,0
51019,Ккст,Кемеровская область,1,0
51020,ККСТ,Кемеровская область,1,0
51021,Коммунально-строительный техникум,Кемеровская область,1,0
51022,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
51023,Ккст,Кемеровская область,1,0
51024,ККСТ,Кемеровская область,1,0
51025,ГПОУ Кемеровский коммунально-строительный техникум,Кемеровская область,1,1
51026,ГПОУ ККСТ,Кемеровская область,1,0
51028,ККСТ,Кемеровская область,1,0
51029,Комунально-строительный техникум,Кемеровская область,1,1
51030,ГПОУ ККСТ,Кемеровская область,1,0
51031,ккст,Кемеровская область,1,0
51032,Ккст,Кемеровская область,1,0
51033,Ккст,Кемеровская область,1,0
51034,ГПОУ ККСТ,Кемеровская область,1,0
51035,Кемеровский коммунально- строительный техникум,Кемеровская область,1,0
51036,ккст,Кемеровская область,1,0
51037,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
51038,Ккст,Кемеровская область,1,0
51039,ГПОУ ККСТ,Кемеровская область,1,1
51040,Кемеровский государственный технический техникум,Кемеровская область,1,0
51041,ГПОУ ККСТ,Кемеровская область,1,0
51042,ККСТ им. Заузелкова,Кемеровская область,1,0
51043,Ккст,Кемеровская область,1,0
51044,Ккст,Кемеровская область,1,0
51045,гпоу ккст,Кемеровская область,1,0
51046,ГПОУ ККСТ,Кемеровская область,1,1
51047,ГПОУ ККСТ,Кемеровская область,1,0
51048,Кемеровский комунально-строительный техникум,Кемеровская область,1,0
51049,Ккст,Кемеровская область,1,0
51050,ККСТ,Кемеровская область,1,1
51051,ККСТ,Кемеровская область,1,0
51052,Кемеровский коммунально строительный техникум,Кемеровская область,1,1
51053,ККСТ,Кемеровская область,1,0
51054,Кемеровский коммунально- строительный техникум,Кемеровская область,1,0
51055,ГПОУ ККСТ,Кемеровская область,1,0
51056,ККСТ,Кемеровская область,1,0
51057,Ккст,Кемеровская область,1,0
51058,Кемеровский коммунально строительный техникум,Кемеровская область,1,0
51059,ККСТ,Кемеровская область,1,0
51060,Кемеровский коммунально-строительный техникум,Кемеровская область,1,0
51061,Ккст,Кемеровская область,1,0
51062,ККСТ,Кемеровская область,1,0
51063,ГПОУ ККСТ,Кемеровская область,1,1
51064,ГПОУ ККСТ,Кемеровская область,1,0
51066,ГПОУ «КЕМЕРОВСКИЙ КОММУНАЛЬНО-СТРОИТЕЛЬНЫЙ ТЕХНИКУМ» ИМЕНИ В.И. ЗАУЗЕЛКОВА,Кемеровская область,1,0
